date,rented bike count,hour,temperature(°c),humidity(%),wind speed (m/s),visibility (10m),dew point temperature(°c),solar radiation (mj/m2),rainfall(mm),snowfall (cm),seasons,holiday,functioning day
2018-09-26,2170,3PM,24.7,35,1.2,2000,8.1,2.28,0.0,0.0,Autumn,No Holiday,Yes
2018-09-26,2270,4PM,24.4,35,1.8,2000,7.9,1.71,0.0,0.0,Autumn,No Holiday,Yes
2018-09-26,2349,5PM,23.6,38,1.4,2000,8.4,1.04,0.0,0.0,Autumn,No Holiday,Yes
2018-09-26,2339,6PM,22.1,45,1.5,2000,9.6,0.27,0.0,0.0,Autumn,No Holiday,Yes
2018-09-26,1937,7PM,20.7,46,1.0,2000,8.6,0.02,0.0,0.0,Autumn,No Holiday,Yes
2018-09-26,1653,8PM,20.0,46,2.0,2000,8.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-26,1529,9PM,18.9,43,2.0,2000,6.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-26,1249,10PM,18.1,43,1.7,2000,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-26,934,11PM,17.4,46,2.1,2000,5.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,770,12AM,16.7,50,1.7,2000,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,488,1AM,16.1,53,1.4,2000,6.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,326,2AM,15.7,53,1.4,2000,6.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,178,3AM,14.9,57,1.1,2000,6.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,151,4AM,14.4,58,1.1,2000,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,207,5AM,13.9,60,0.6,2000,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,589,6AM,13.4,61,0.8,2000,6.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1364,7AM,13.2,60,0.5,2000,5.5,0.02,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,2129,8AM,14.8,51,1.1,2000,4.7,0.59,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1120,9AM,17.7,48,1.5,2000,6.5,1.3,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,907,10AM,19.9,47,1.8,1989,8.2,1.93,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1019,11AM,21.3,43,1.7,1998,8.2,2.42,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1189,12PM,23.2,42,1.4,2000,9.5,2.73,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1191,1PM,23.0,39,1.7,2000,8.2,2.28,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1305,2PM,24.6,34,1.5,2000,7.6,2.74,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1404,3PM,23.4,35,1.4,2000,7.0,1.39,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1636,4PM,23.6,31,1.1,2000,5.4,1.37,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,2189,5PM,24.3,31,1.5,2000,6.0,1.17,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,3154,6PM,22.5,38,0.8,2000,7.4,0.31,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,2422,7PM,20.6,44,0.7,2000,7.9,0.01,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,2098,8PM,19.5,47,1.2,2000,7.8,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1930,9PM,18.7,48,1.3,2000,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1801,10PM,17.9,50,1.0,2000,7.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-27,1222,11PM,17.7,51,1.4,2000,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-28,0,12AM,17.1,52,1.4,2000,7.1,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,1AM,16.5,53,1.5,2000,6.8,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,2AM,16.0,56,1.5,2000,7.2,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,3AM,15.3,59,1.6,2000,7.3,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,4AM,14.7,62,1.5,2000,7.4,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,5AM,14.5,60,1.4,2000,6.8,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,6AM,14.4,61,1.2,2000,6.9,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,7AM,14.5,62,1.5,2000,7.2,0.03,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,8AM,15.2,58,1.7,2000,6.9,0.29,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,9AM,16.5,50,1.2,2000,6.0,0.66,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,10AM,17.4,51,1.3,1989,7.1,0.81,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,11AM,17.9,54,1.4,2000,8.4,0.73,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,12PM,19.0,52,1.2,2000,8.9,0.98,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,1PM,19.1,53,1.4,2000,9.2,0.76,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,2PM,19.4,53,1.4,2000,9.5,0.68,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,3PM,20.3,52,1.3,2000,10.1,1.15,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,4PM,21.9,46,1.2,1995,9.7,1.67,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,5PM,21.7,52,1.1,2000,11.4,0.79,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,6PM,20.4,56,1.7,2000,11.3,0.2,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,7PM,19.3,61,0.8,2000,11.5,0.01,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,8PM,18.0,67,0.7,2000,11.7,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,9PM,17.8,66,1.1,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,10PM,17.1,70,1.0,2000,11.5,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-28,0,11PM,16.6,69,1.0,2000,10.8,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-29,1037,12AM,16.6,69,1.0,2000,10.8,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,982,1AM,16.2,71,0.9,2000,10.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,690,2AM,15.8,71,1.1,2000,10.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,493,3AM,15.5,73,1.0,2000,10.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,301,4AM,15.4,74,0.9,2000,10.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,208,5AM,15.0,77,0.5,2000,10.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,290,6AM,14.6,81,1.0,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,513,7AM,14.7,76,0.8,2000,10.5,0.02,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,848,8AM,15.7,65,1.2,2000,9.1,0.54,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,1076,9AM,18.3,58,1.4,1958,9.8,1.24,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,1071,10AM,20.8,52,1.5,2000,10.5,1.88,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,1284,11AM,22.3,50,1.3,2000,11.3,2.36,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,1495,12PM,23.8,44,1.7,2000,10.8,2.66,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,1752,1PM,24.9,40,1.4,2000,10.3,2.75,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,1892,2PM,26.2,33,1.8,2000,8.6,2.62,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,2065,3PM,26.5,33,1.4,2000,8.9,2.25,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,2254,4PM,26.6,34,1.3,2000,9.4,1.69,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,2432,5PM,26.3,31,1.0,2000,7.8,1.03,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,2397,6PM,24.8,41,0.5,2000,10.6,0.33,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,2021,7PM,22.5,43,0.4,2000,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,1835,8PM,21.3,46,0.1,2000,9.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,1781,9PM,20.1,54,1.2,2000,10.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,1501,10PM,19.3,55,0.5,2000,10.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-29,1229,11PM,18.6,59,0.7,2000,10.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-09-30,0,12AM,18.1,60,0.2,2000,10.2,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,1AM,17.5,66,0.5,2000,11.0,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,2AM,17.3,68,0.7,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,3AM,17.0,70,0.9,2000,11.4,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,4AM,16.6,73,0.3,2000,11.7,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,5AM,16.1,78,0.4,2000,12.2,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,6AM,15.5,80,0.4,2000,12.0,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,7AM,15.1,81,0.8,1939,11.8,0.03,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,8AM,16.2,69,1.1,2000,10.4,0.54,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,9AM,18.5,62,0.5,1847,11.0,1.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,10AM,20.7,62,1.3,1679,13.1,1.41,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,11AM,20.2,63,2.8,1195,12.9,1.25,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,12PM,20.8,47,3.1,1665,9.0,2.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,1PM,21.1,42,4.6,1954,7.6,2.74,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,2PM,21.1,32,4.4,1999,3.7,2.48,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,3PM,21.3,32,3.8,2000,3.9,2.31,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,4PM,21.2,28,3.2,2000,1.9,1.77,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,5PM,20.4,31,3.2,2000,2.6,1.06,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,6PM,18.3,34,3.3,2000,2.1,0.36,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,7PM,17.1,35,2.9,2000,1.4,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,8PM,16.0,39,2.9,2000,2.0,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,9PM,15.2,40,3.0,2000,1.6,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,10PM,14.6,46,2.2,2000,3.0,0.0,0.0,0.0,Autumn,No Holiday,No
2018-09-30,0,11PM,14.1,53,2.1,2000,4.6,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-01,680,12AM,14.1,55,2.6,2000,5.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,402,1AM,13.9,57,2.0,2000,5.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,262,2AM,13.9,56,2.4,2000,5.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,179,3AM,13.6,56,1.6,2000,4.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,143,4AM,13.7,56,1.9,2000,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,246,5AM,13.7,57,1.8,1999,5.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,632,6AM,13.3,56,2.3,2000,4.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1429,7AM,13.1,58,2.1,1997,5.0,0.03,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,2101,8AM,13.7,54,2.4,1960,4.5,0.39,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1106,9AM,14.9,50,3.4,1989,4.5,1.08,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,856,10AM,16.3,47,3.6,1815,4.9,1.93,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,959,11AM,17.0,45,4.5,1966,4.9,2.04,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1138,12PM,18.4,40,3.5,1958,4.5,2.28,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1087,1PM,17.6,49,4.7,2000,6.7,1.89,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1137,2PM,19.3,36,3.5,1986,3.8,2.28,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1258,3PM,19.0,40,3.8,1983,5.0,1.96,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1357,4PM,17.7,47,3.4,2000,6.2,0.81,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1799,5PM,17.2,53,2.9,2000,7.5,0.25,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,2857,6PM,16.6,61,2.9,2000,9.0,0.16,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,2122,7PM,16.2,62,2.2,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1824,8PM,15.4,63,2.1,2000,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1777,9PM,14.6,66,4.0,2000,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1501,10PM,13.9,69,0.5,2000,8.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-01,1057,11PM,13.4,69,3.7,2000,7.8,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-02,0,12AM,13.0,72,1.8,1987,8.0,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,1AM,12.5,74,1.9,1992,7.9,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,2AM,12.3,75,1.6,1840,7.9,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,3AM,11.8,78,0.3,1843,8.0,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,4AM,11.2,80,0.3,1236,7.8,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,5AM,10.8,82,0.3,1778,7.8,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,6AM,10.6,81,0.0,1798,7.4,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,7AM,10.4,81,0.3,1956,7.2,0.02,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,8AM,11.2,69,0.9,1714,5.7,0.49,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,9AM,13.9,66,1.6,1427,7.6,1.11,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,10AM,16.7,58,2.4,1554,8.3,1.81,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,11AM,18.3,44,3.0,1878,5.8,2.35,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,12PM,19.4,41,3.1,1956,5.7,2.67,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,1PM,20.4,36,2.6,1776,4.8,2.71,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,2PM,21.5,39,2.5,1691,6.9,2.56,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,3PM,21.8,38,2.6,1913,6.8,2.22,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,4PM,21.7,36,3.2,1929,5.9,1.64,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,5PM,21.2,40,2.4,2000,7.0,0.98,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,6PM,19.2,48,2.2,2000,7.9,0.28,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,7PM,17.6,57,1.7,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,8PM,16.8,62,2.0,2000,9.4,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,9PM,16.2,65,1.5,2000,9.6,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,10PM,15.5,69,0.8,1987,9.8,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-02,0,11PM,14.8,68,0.1,1994,8.9,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-03,1040,12AM,14.5,74,0.4,2000,9.9,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,882,1AM,13.8,75,0.5,2000,9.4,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,685,2AM,13.2,77,1.2,1972,9.2,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,497,3AM,12.6,78,0.6,1907,8.8,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,284,4AM,12.1,80,1.2,1834,8.7,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,173,5AM,11.8,82,1.1,1878,8.8,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,278,6AM,11.4,84,0.3,1742,8.7,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,440,7AM,11.2,85,0.3,1593,8.7,0.02,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,762,8AM,11.8,73,1.0,1649,7.1,0.49,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,966,9AM,14.4,61,0.7,1340,6.9,1.21,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,1113,10AM,17.3,53,0.7,1406,7.6,1.83,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,1248,11AM,20.3,46,1.6,1409,8.2,2.29,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,1634,12PM,21.4,40,1.4,1973,7.2,2.53,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,1849,1PM,22.5,40,2.6,1854,8.2,2.64,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,1995,2PM,23.4,35,1.6,1972,7.0,2.51,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,2200,3PM,24.1,34,2.0,1996,7.2,2.14,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,2112,4PM,24.0,34,2.7,2000,7.1,1.62,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,2400,5PM,23.3,36,1.7,1960,7.3,0.95,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,2235,6PM,21.5,43,1.8,2000,8.3,0.26,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,1792,7PM,20.0,49,1.5,2000,8.9,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,1744,8PM,18.6,55,1.5,2000,9.3,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,1594,9PM,17.6,59,1.6,2000,9.4,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,1393,10PM,16.9,63,0.2,2000,9.8,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-03,1033,11PM,16.1,63,0.6,2000,9.0,0.0,0.0,0.0,Autumn,Holiday,Yes
2018-10-04,0,12AM,15.5,65,0.8,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,1AM,14.7,69,0.6,2000,9.0,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,2AM,14.0,73,0.5,1992,9.2,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,3AM,13.6,75,0.8,1960,9.2,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,4AM,13.3,75,0.4,1792,8.9,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,5AM,13.2,73,0.9,1857,8.4,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,6AM,13.2,73,1.1,1900,8.4,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,7AM,13.2,75,0.8,1780,8.8,0.01,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,8AM,13.9,68,0.9,1912,8.0,0.34,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,9AM,16.7,58,1.8,1821,8.3,1.22,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,10AM,19.0,49,1.7,1980,8.0,1.73,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,11AM,21.3,41,1.9,1963,7.5,2.36,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,12PM,23.2,38,1.7,1990,8.0,2.44,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,1PM,23.4,39,1.4,2000,8.6,1.72,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,2PM,24.3,39,1.7,2000,9.4,2.18,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,3PM,25.3,39,1.6,2000,10.3,1.88,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,4PM,25.1,41,1.0,2000,10.9,1.22,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,5PM,24.2,44,1.5,2000,11.1,0.58,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,6PM,23.1,48,1.3,2000,11.4,0.2,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,7PM,22.3,50,1.4,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,8PM,21.3,53,1.8,2000,11.3,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,9PM,20.5,57,2.0,2000,11.6,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,10PM,19.8,60,1.6,2000,11.8,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-04,0,11PM,19.4,62,1.7,2000,11.9,0.0,0.0,0.0,Autumn,No Holiday,No
2018-10-05,973,12AM,19.0,64,1.9,2000,12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-05,735,1AM,18.6,66,1.7,2000,12.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-05,515,2AM,18.2,64,2.0,2000,11.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-05,329,3AM,18.0,61,1.8,2000,10.3,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-05,221,4AM,17.7,57,1.3,2000,9.0,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-05,223,5AM,17.6,57,1.1,2000,8.9,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-05,531,6AM,17.7,55,1.5,2000,8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-05,282,7AM,17.7,56,1.3,2000,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-05,208,8AM,16.9,72,1.3,2000,11.8,0.04,0.3,0.0,Autumn,No Holiday,Yes
2018-10-05,47,9AM,16.3,85,1.8,942,13.7,0.13,1.2,0.0,Autumn,No Holiday,Yes
2018-10-05,33,10AM,15.8,89,1.8,742,13.9,0.18,1.5,0.0,Autumn,No Holiday,Yes
2018-10-05,29,11AM,16.1,89,2.4,1112,14.2,0.4,1.5,0.0,Autumn,No Holiday,Yes
2018-10-05,23,12PM,16.6,90,1.7,518,14.9,0.51,2.0,0.0,Autumn,No Holiday,Yes
2018-10-05,22,1PM,16.9,95,1.6,325,16.0,0.48,4.0,0.0,Autumn,No Holiday,Yes
2018-10-05,17,2PM,17.2,95,1.6,553,16.3,0.48,2.5,0.0,Autumn,No Holiday,Yes
2018-10-05,8,3PM,17.2,96,0.6,213,16.5,0.26,4.0,0.0,Autumn,No Holiday,Yes
2018-10-05,28,4PM,17.1,97,1.7,382,16.6,0.15,6.0,0.0,Autumn,No Holiday,Yes
2018-10-05,66,5PM,16.9,97,2.1,728,16.4,0.08,5.5,0.0,Autumn,No Holiday,Yes
2018-10-05,74,6PM,16.7,96,1.6,1461,16.0,0.03,1.0,0.0,Autumn,No Holiday,Yes
2018-10-05,55,7PM,16.6,96,2.4,1072,15.9,0.0,1.5,0.0,Autumn,No Holiday,Yes
2018-10-05,44,8PM,16.5,96,2.7,1047,15.8,0.0,1.0,0.0,Autumn,No Holiday,Yes
2018-10-05,32,9PM,16.5,96,2.2,963,15.8,0.0,1.5,0.0,Autumn,No Holiday,Yes
2018-10-05,23,10PM,16.2,92,2.6,1771,14.8,0.0,1.5,0.0,Autumn,No Holiday,Yes
2018-10-05,4,11PM,16.3,91,1.8,1811,14.8,0.0,0.5,0.0,Autumn,No Holiday,Yes
2018-10-06,0,12AM,16.4,94,1.8,1744,15.4,0.0,1.0,0.0,Autumn,No Holiday,No
2018-10-06,0,1AM,16.7,89,2.4,1814,14.8,0.0,1.0,0.0,Autumn,No Holiday,No
2018-10-06,0,2AM,16.9,88,2.5,2000,14.8,0.0,1.5,0.0,Autumn,No Holiday,No
2018-10-06,0,3AM,16.8,90,3.3,1601,15.1,0.0,2.0,0.0,Autumn,No Holiday,No
2018-10-06,0,4AM,16.9,89,2.7,1577,15.0,0.0,2.5,0.0,Autumn,No Holiday,No
2018-10-06,0,5AM,16.7,93,2.8,360,15.5,0.0,4.5,0.0,Autumn,No Holiday,No
2018-10-06,0,6AM,16.5,96,2.3,417,15.8,0.0,8.5,0.0,Autumn,No Holiday,No
2018-10-06,5,7AM,16.5,97,2.3,364,16.0,0.0,9.5,0.0,Autumn,No Holiday,Yes
2018-10-06,6,8AM,16.6,97,2.0,457,16.1,0.01,9.0,0.0,Autumn,No Holiday,Yes
2018-10-06,5,9AM,16.7,97,2.9,550,16.2,0.05,6.0,0.0,Autumn,No Holiday,Yes
2018-10-06,2,10AM,17.0,97,1.5,676,16.5,0.15,6.0,0.0,Autumn,No Holiday,Yes
2018-10-06,20,11AM,17.5,95,2.0,1214,16.6,0.35,3.5,0.0,Autumn,No Holiday,Yes
2018-10-06,130,12PM,18.0,92,2.9,1999,16.6,0.45,1.0,0.0,Autumn,No Holiday,Yes
2018-10-06,529,1PM,17.7,89,5.0,2000,15.8,0.62,0.5,0.0,Autumn,No Holiday,Yes
2018-10-06,941,2PM,19.3,79,3.6,2000,15.5,1.36,0.0,0.0,Autumn,No Holiday,Yes
2018-10-06,1236,3PM,21.0,67,4.1,2000,14.6,2.05,0.0,0.0,Autumn,No Holiday,Yes
2018-10-06,1601,4PM,21.5,62,3.4,2000,13.9,1.26,0.0,0.0,Autumn,No Holiday,Yes
2018-10-06,1870,5PM,21.1,64,1.2,2000,14.0,0.4,0.0,0.0,Autumn,No Holiday,Yes
2018-10-06,2012,6PM,20.5,66,1.2,2000,13.9,0.16,0.0,0.0,Autumn,No Holiday,Yes
2018-10-06,1761,7PM,19.7,72,0.6,2000,14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
2018-10-06,1567,8PM,19.4,67,0.8,2000,13.1,0.0,0.0,0.0,Autumn,No Holiday,Yes
